shop_name,digital_listing_count,sold_count,active_listing_count,favorites_count,average_rating,total_rating_count
pastelspell,0,35558,389,4603,4.9671,8818
AirPlantDesignCenter,0,35551,246,8652,4.9102,9416
ModernChicThreads,0,35544,375,3913,4.8167,6059
happyvalleymercantil,0,35542,0,2795,4.9783,7286
LittleLillyBugDesign,0,35531,1231,2916,4.8569,5986
divinescentsations,7,35530,638,4484,4.9856,12107
ChloeandOlivePillows,0,35529,713,17637,4.8627,3951
MissyLuLus,0,35526,342,4369,4.9522,5140
lilleliis,77,35520,77,11896,4.9231,3164
SVGmamaStudio,478,35519,479,915,4.9544,1780
GRIZZYLOVE,0,35514,385,36082,4.8182,6532
BullShoalsEmbroidery,0,35508,207,3268,4.9455,6543
BubbleandBerry,0,35500,567,3875,4.8715,4365
JoyceTrimming,0,35500,1353,5979,4.9099,5279
MegusAttic,0,35499,35,8218,4.9146,4881
SuMaTex,1,35488,3225,2596,4.9762,5460
PolkaDotSewing,203,35485,220,1495,4.6974,2637
LittlePeoplePlaceDE,0,35483,1613,3279,4.9163,4133
OhShinyPaperCo,0,35464,33,12647,5.0,5631
AlwaysBlessedAandP,0,35463,2156,1403,4.9448,5850
PlantablesAndPaper,0,35460,330,7436,4.8989,6905
ExoticBodyBeads,0,35460,53,3062,4.8884,3660
ThisIsMyYearGear,0,35447,1407,3953,4.9265,6162
MountainMoverz,0,35443,342,6744,4.8628,5222
BLUExPINK,400,35442,400,722,4.9363,1627
SunshineAndSports,0,35441,109,2110,4.9005,4954
greenearthstudio,0,35438,0,5548,4.9477,5475
ThePaperPropShop,9,35438,935,1003,4.8957,3739
iloveco,0,35434,177,9327,4.9264,6932
inthepinkroom,0,35429,506,4648,4.87,6811
OhKuol,0,35419,485,46227,4.8902,7471
TexasChileDulceria,0,35417,27,3585,4.869,6188
DUKEDIIX,1136,35410,1136,1660,4.9675,2085
shipitsupply,0,35409,271,3737,4.9397,8301
FlorenceRyza,0,35408,429,2047,4.9567,6749
ChicPipsqueaks,0,35406,301,10289,4.9839,8868
LittleDevilDesigns,0,35394,229,13609,4.9594,12101
PersonalisedLayered,0,35379,189,1854,4.8177,5223
GameTimeScrapbooks,0,35379,311,1521,4.8894,5454
StrictlyBusinessMugs,0,35375,4930,1478,4.8651,4222
stickymcstickerface,4,35374,0,4005,4.8765,6610
CoraBloom,0,35371,213,9475,4.9096,4948
NaomiLordArt,1,35368,54,13930,4.9663,8942
GalaxyDigital,708,35363,708,1685,4.9302,2045
TheOnlineArtist,0,35356,67,743,4.94,7621
FaceMasksLondon,0,35354,58,266,4.8108,1676
TheCookieTrade,0,35351,264,1874,4.9616,4038
Yourfavoriteparty,1284,35350,1408,1017,4.9457,2319
MichPersonalized,0,35349,156,11484,4.8726,5733
LetsPartyShoppe,782,35347,803,3526,4.5714,3233
dreamyandco,0,35345,291,8752,4.9657,10736
SummerSweetSvgs,1725,35345,1725,983,4.9332,1304
AbbystoreDesign,0,35341,6,375,4.7774,2411
AngeleKamp,434,35334,434,5843,4.9625,2615
SinfulCutters,10,35332,0,3742,4.9708,3744
LittleGiraffePrints,390,35331,1423,3176,4.8626,2602
BrooklynMadeNatural,0,35330,73,5334,4.9272,6660
VasesStudio,0,35330,36,1493,4.9217,4727
cozyblue,91,35327,94,34428,4.9432,6153
TexasTransferCo,166,35324,1635,3594,4.6525,2273
iCustomLabel,0,35319,281,2634,4.6637,5966
EphemerasGarden,244,35316,247,8499,4.9895,5412
SouthernTouchMono,0,35314,271,4681,4.8742,5405
SteampunkDream,0,35313,1036,5561,4.8932,6275
BestPysanky,0,35308,2846,2699,4.8618,5642
HappyHeartApparel,0,35307,955,2611,4.9405,5068
PrintedHeron,0,35305,174,4835,4.9464,7952
KeepinItCongdon,0,35299,91,3221,4.9727,9691
roseandchoc,0,35295,321,16693,4.8794,10017
Julemy,0,35293,167,3497,4.9897,7411
HennelPaperCo,6,35293,474,9503,4.9759,8894
MacieMe,0,35292,442,5917,4.971,5180
FlamingoFiesta,0,35287,265,787,4.916,2969
LuxHoldups,0,35284,82,25757,4.9126,2213
BestJewellery,0,35271,392,3047,4.7108,9764
ZoeyChristina,0,35268,483,2042,4.8908,4649
BridalMonograms,0,35262,36,3552,4.7115,4706
WoobiesCorner,0,35254,986,3286,4.9191,6137
StickwiththeplanCo,0,35247,264,2308,4.9989,6112
hackberrycreek,0,35241,1983,2141,4.9701,7929
thehatcottage,0,35233,41,5153,4.8793,4490
GemStoneAppeal,0,35227,0,10424,4.9311,9130
littletattoos,0,35224,772,3145,4.9198,2374
BeezyMomsCreations,187,35223,187,8240,4.9097,5491
AlteredArtSupply,0,35220,192,7455,4.9413,6824
MoshiMoshiUK,0,35218,689,5775,4.8836,5790
DesignsbyChristyS,0,35215,85,19196,4.6569,7716
BiasBespoke,0,35214,539,5951,4.9414,5957
Nahnym,0,35179,202,5434,4.805,3401
bymuya,0,35179,78,640,4.9442,2728
EpicLifeDesigned,0,35176,1644,2642,4.8256,5992
LDelaney,55,35172,431,21204,4.9391,12650
JDevlinGlassArt,0,35169,353,4937,4.8926,7212
TrendyCustomTees,0,35160,261,365,4.7205,2772
PostArtsy,0,35158,150,2928,4.8455,4108
DesignsbySpottedFrog,1528,35151,1528,1763,4.8905,1381
arajera,0,35148,217,35123,4.6325,6460
AtelierDreams,0,35144,145,11884,5.0,8367
ALFrancesTextiles,0,35142,35,7671,4.9801,5531
HigginsCreek6,0,35142,316,1172,4.8055,3928
planningchoco,66,35120,66,3593,4.956,5718
WoodSignStudio,0,35119,100,5885,4.8629,6166
DookPlookDesigns,0,35118,1262,4875,4.9444,10160
purplerushclothing,0,35113,1219,1574,4.9111,5200
playcode3,0,35109,630,2933,4.9834,8048
thesexyknitter,67,35103,385,9217,4.945,9245
jewelrybyjohan,0,35103,1058,46218,4.9477,5843
SleepyMountain,0,35103,31,27207,5.0,6958
YesterdaysNovember,0,35083,76,3416,4.8624,4901
islandcostumes,0,35077,163,4588,4.9669,5061
bleudetoi,1,35076,124,9766,4.7994,5162
CraftingCreator,0,35061,3434,2874,4.9145,4585
ClayHiveCo,0,35059,51,11719,4.9911,8690
CleanLifeandHome,66,35054,66,12343,4.9505,3542
GertiesTreasureBox,0,35044,123,1406,4.9453,3257
decopopshop,0,35033,641,5497,4.9297,5344
PushPinTravelMaps,0,35025,312,4823,4.9825,3876
CrossStitchWithArt,1003,35024,1003,4674,4.9734,2835
LesPetitsMotsShop,0,35022,118,2798,4.9329,6496
TamarNahirYanai,2,35020,245,27892,4.936,5359
AlisonWunderlandAcc,0,35020,32,10800,4.8813,7533
DownThePathCreations,254,35012,254,3971,4.8856,2644
LaserMetalDesign,0,35009,245,1275,4.8104,4627
GraceGrey,0,35009,81,3581,4.6308,4053
truviolet,0,35008,0,2820,4.9575,4029
KnobCreekMetalArts,0,34998,402,23504,4.9588,6853
DIYartworld,0,34998,1800,5815,4.7778,4630
TheEngravery,0,34994,494,2936,4.9796,6140
NCGD,0,34991,94,3405,4.9475,6505
BaysideStickers,0,34984,905,1299,4.9347,5440
DiyMyDesignStore,868,34983,868,3110,4.8774,1572
PackItWrapIt,0,34976,301,5443,4.9132,7707
AnnikasArts,0,34976,2050,2131,4.9742,7792
MelDenver,0,34973,216,7613,4.9434,6992
ZirYabsBodyBrew,0,34973,173,5026,4.9144,8963
7WondersDesign,3,34972,1255,8609,4.9174,5191
DesignsByLetvia,195,34966,195,2389,4.9185,2258
BuckeyeSeedGarden,0,34956,388,3078,4.9367,4374
FavorUniverse,0,34951,451,3082,4.9479,6520
BeltsBucklesBolos,0,34945,1167,4018,4.8765,6345
Kutiebowtuties,0,34944,232,12422,4.8903,8400
YadiMercier,0,34922,31,3833,4.8103,5736
AmourFouCrochet,70,34922,70,11756,4.9469,3516
thecherrychic,0,34922,2411,12006,4.9048,11953
FineLineFX,13,34921,1536,1131,4.8883,5218
FourCreativeSeasons,0,34917,3190,2674,4.9735,7316
bloomplanners,101,34915,240,5033,4.9481,5191
GuwaDesign,0,34906,4619,4220,4.8967,4597
ImpressedGiftsDotCom,0,34905,719,2226,4.872,5444
MothersCharms,0,34898,1689,1853,4.9657,7378
witandwhistle,0,34897,0,33861,4.9967,10708
FeltedforEwe,0,34893,40,3131,5.0,8185
BridgeSublimation,1428,34890,1428,1077,4.9104,1596
TinyLittleTulip,0,34889,967,3290,4.9943,7858
DigitalSkyArt,1251,34887,1253,1622,4.8748,1603
CuttingPretty,20,34885,0,1848,4.9551,3709
ByNymph,3,34884,44,2798,4.8153,7093
3pooches,0,34883,98,7329,4.9066,7326
DevinCutters,0,34869,90,4581,4.9737,3072
CustomPrintablesNY,0,34862,1013,5297,4.7381,4604
TheScrubShopUK,0,34852,103,2947,4.9255,5937
NaughtyGirlShop,0,34850,1242,16250,4.8675,6720
FionaAndMarieDesigns,936,34849,936,1103,4.96,1565
byMerakiDesign,0,34847,181,2244,4.957,5804
MemoryKeepsakeUrns,0,34846,733,2351,4.8805,3761
MetalandIdea,0,34843,488,5202,4.8887,5498
OnMuskratCreek,0,34839,3811,3347,4.9627,7965
DesignsByBrandiCo,0,34835,269,2564,4.8581,5641
MySweetPeaCouture,0,34835,2249,5085,4.8583,6080
HeidifeathersOnEtsy,0,34824,154,7845,4.925,6955
TalesOfMarley,0,34823,290,2474,4.9374,5061
CenterStreetQuilts,89,34822,89,4570,4.9647,2804
BrownOwlGifts,0,34820,882,1033,4.803,3225
CrystalShopsUSA,0,34819,1521,6945,4.8176,8772
C5EmbroideryDesign,507,34819,507,1681,4.9624,1500
LulinaShop,0,34818,187,3370,4.7998,4355
NYmetals,0,34814,455,9608,4.8778,5127
rosieundhein,0,34813,1941,3494,4.972,5176
FantasticFelties,0,34809,2525,2598,4.9863,4277
GraphaholicDesign,886,34805,886,3039,4.9735,1746
MintToBeUs,0,34803,55,844,4.9163,6956
TribaliumArt,2354,34796,2354,428,4.9322,1769
pearlandjane,0,34794,144,15952,4.9796,4545
MadeByElissa,7,34790,125,7909,4.875,13654
AfroBeadia,0,34786,1836,6038,4.9756,9097
SisiAndSeb,259,34776,260,9914,4.8971,1682
SFabricsandDesigns,0,34767,2461,2025,4.9571,6125
fengSupply,0,34764,1015,4349,4.9123,2401
DizzyDuckDesignsUK,0,34763,761,9041,4.8933,3350
mbchills,0,34762,2767,5987,4.9764,7091
ThimblesnObjectDart,0,34756,5095,2799,4.9486,5426
LANAxDESIGNS,0,34752,27,1764,4.8793,6122
ShiningWit,0,34729,982,409,4.9616,4777
HouseSensationsArt,0,34729,482,7184,4.9644,6143
JewelsThroughTime,0,34727,193,14068,4.8826,9512
2Minutes2Stitch,1,34719,371,4590,4.984,5526
CuteSass,0,34716,146,1484,4.8305,4838
FrederickThomas,0,34706,651,4637,4.9153,5119
ZafieraStudio,111,34704,120,657,4.7171,1668
diamoderndesign,1033,34701,1033,5857,4.9736,1727
LindasAccessories,0,34698,1438,2417,4.8617,5658
StylesofLife,4,34698,913,1049,4.8615,4606
ScholleDress,0,34696,93,3606,4.7648,3667
MyGardenSeed,0,34692,447,1881,4.6875,1862
BowTieFun,0,34692,24,3955,4.6667,5812
byJLeeloo,1384,34691,1384,5689,4.9575,5158
BelleepoqueCo,0,34689,2281,2100,4.8214,2558
BigNogginBaby,24,34685,24,4512,4.9503,2475
hellominide,0,34677,353,2127,4.8834,4908
JellyfishStickers,0,34666,691,4309,4.9767,5869
HedoneBoutique,0,34659,615,931,4.8852,2147
JenniferCraftCorner,0,34659,493,3003,4.9358,6005
Mondopuro,0,34653,95,2883,4.6667,7186
KatesBowsShop,0,34648,259,5158,4.973,6269
TheCrayonHouse,0,34647,14,1711,4.9634,5007
GoodNewsCompany,0,34647,86,9715,4.9474,6237
BaloeDesigns,0,34640,995,3960,4.8476,3993
NextLevelEngraving,0,34637,113,2078,4.9108,5990
MakeAndDoCrew,67,34634,67,4177,4.829,2005
ShopGutsAndGlitter,53,34631,371,15654,4.9893,8806
ChriSueMuenster,0,34625,805,3979,4.9388,8837
BlueSkyHorizons,0,34624,827,8661,4.8768,6155
craftyiscoolcrochet,61,34619,62,11878,4.8462,2846
HomewithLiving,0,34612,935,3323,4.8496,2491
DeborahOLearyPattern,139,34611,139,5868,4.9534,1802
TamarasIncense,0,34610,45,3832,4.9465,8205
StampinStitchin,0,34609,269,2732,4.8725,5629
MODFYbuild,2,34608,17,1554,4.9914,2864
Utrimming,0,34600,709,3012,4.8962,3882
USALeatherShop,0,34599,28,1773,4.851,4863
LittleHuskyShop,0,34594,625,2903,4.9522,7293
CapZone,836,34592,0,3683,4.9637,3886
PeanutSisterDesigns,0,34591,99,630,4.8986,3425
MRJOcraft,570,34585,570,3784,4.9369,2300
RoseforU,0,34582,263,2983,4.9219,5174
CloudsandCurrents,0,34577,1001,8098,4.9145,5306
PacificTrimming,0,34576,1245,4475,4.8764,4550
theflowerpatch,0,34567,54,10884,4.9468,9022
19bis,0,34564,419,6819,4.8955,6008
DreamDesignGroup,3,34560,1742,4434,4.8683,4993
AurorasHeart,5,34554,225,7652,4.9618,9874
Crafting4Passion,0,34550,1771,2009,4.9274,3680
LeRusticChic,1,34547,241,4582,4.9426,7083
MadiesCharms,0,34531,194,3376,4.8913,4657
simbiosisbyjulia,0,34528,291,19102,4.9568,14058
stockberryapparel,0,34512,535,2174,4.8104,5299
HippityHopEmbroidery,754,34499,754,2807,4.6486,2691
BirkaScandinavian,0,34496,131,10818,4.9389,12019
coverbuttoncity,0,34493,261,3731,4.9842,10440
LightUnicornDesigns,1929,34486,1929,5285,4.92,2652
ClayDesignsbyglee,0,34481,743,6500,4.9833,7226
MRRIBBONCO,0,34481,0,1616,4.8262,5060
FloAtelier,0,34478,1282,25575,4.8008,7785
AllyriaSky,0,34471,603,3699,4.9391,4519
DaisyMaeDesignsShop,0,34469,2775,9895,4.8615,6299
shmuncki,8,34460,731,773,4.9701,4797
OpheliaRoseSupplies,0,34459,1005,2159,4.9632,4640
DropclothSamplers,0,34457,42,14863,4.9219,5525
TheMintyRoseSVG,998,34452,998,1148,4.9364,1493
GARNETSHOPUS,0,34450,4690,3544,4.9056,7665
BrandywineHD,0,34445,928,3159,4.9061,5796
PrettyInInkJewelry,0,34445,137,23752,4.9268,7583
CherishedHeritage,1,34427,31,2233,4.9206,6669
MSMudpieBoutique,0,34420,173,11902,4.8989,5419
StudioDMD,1418,34418,2202,3396,4.8273,3129
TeeCustomDesign,0,34412,192,419,4.7204,3256
LittleWomanGoods,1,34408,107,20182,4.9508,6888
dreamingdandelions,0,34405,383,4211,4.8006,6104
ittybittyBBoutique,0,34396,258,4671,4.8976,6216
EverydayCalligraphy,0,34396,232,5083,4.9419,5539
MoshiMochiCo,836,34393,841,6560,4.9865,4532
Suselis,2169,34385,2169,2814,4.9315,2395
ohblessedgift,0,34379,345,1844,4.7218,4133
OliviaPlannerFactory,0,34375,1096,4147,4.9594,5015
NicoleAlexiaDesigns,0,34358,0,11270,5.0,12974
ZSpecialDay,0,34352,272,1037,4.7422,2320
Balibagus,0,34351,1007,11984,4.9449,10252
ModJules,0,34347,233,3376,4.9218,6603
LBFEEL,0,34345,971,5947,4.8191,3154
BlantonsBourbonShop,0,34342,58,4027,4.9412,4152
PerlesMajoe,0,34341,799,2267,4.9483,5585
tranquillina,2043,34340,2174,9932,4.9671,4189
YOUandISLA,0,34337,335,1318,4.7836,4197
FunkelShop,0,34336,1881,3314,4.9804,7376
KlouiseDigiArt,528,34326,528,3781,4.9806,3973
RoxiNails,0,34325,294,2877,4.8919,5032
mediumcontrol,0,34321,855,18638,4.9215,6519
Przytullale,0,34318,192,4461,4.9405,4492
PrettyProtections,0,34306,29,368,4.8261,2874
1cottonking,0,34302,1113,3323,4.9845,6766
AFWifeCreations,91,34301,91,4713,4.9474,3476
HouseofBurlap,0,34290,121,5897,4.9392,6953
WickedVineStitching,0,34289,417,2130,4.7257,3668
WithCongratulations,0,34281,308,2118,4.8771,3728
alexandreasjewels,0,34280,817,7771,4.9244,6458
AlexanderLaserDesign,0,34279,204,3356,4.9268,6999
DarlinDivasandDudes,0,34275,209,5566,4.9608,7349
ScriptLeather,0,34268,239,2177,4.9077,5055
TheLiztonSignShop,0,34265,2483,12083,4.9653,6933
ExGlow,0,34258,62,3043,4.9453,5975
LaBelleBabyBows,0,34250,467,5034,4.9667,4130
runningwithscissorss,0,34244,1227,12622,4.9586,9275
HavenPCo,53,34241,715,4141,4.9536,5188
SnappinStudio,0,34237,423,8256,4.65,5256
NomadicYarns,0,34235,120,11190,4.9815,9754
PrettyCharmed,0,34234,40,6564,4.95,9187
CharleneluDesign,0,34228,261,3930,4.9755,7059
MacknMae,0,34225,276,4375,4.8902,4802
EEGCO,0,34225,698,3642,4.5085,3229
Penelopetom,0,34220,381,2022,4.8839,4209
Currentbeet,0,34217,103,3342,4.894,4744
grandmasknitcrochet,0,34209,168,3005,4.9738,10279
TheRawLinen,0,34197,362,11269,4.9135,5972
svgcutfiledesigns,479,34197,479,1429,4.8533,2251
MagicalJade,0,34194,326,12662,4.5662,7764
DoodlesExpress,812,34192,812,821,4.974,1704
SweetwaterMonograms,0,34189,97,4369,4.8389,5807
ManyTeesShop,0,34180,834,1014,4.5119,1984
tyrahandmadejewelry,0,34178,700,15321,4.8514,5413
FarmhouseChicSigns,0,34176,806,7433,4.702,5861
FabricloverCo,0,34164,446,4128,4.9598,3323
MARINDSHOP,0,34161,3268,1100,4.7889,4636
TheSpinneryStore,0,34160,158,6413,4.9542,8728
MilkyWayTshirts,0,34157,2020,1889,4.8847,4974
OneHandPrinting,0,34155,115,15132,4.9277,6729
ilandistyle,0,34154,19,677,4.9424,3070
SparkleNationDesign,0,34153,1459,1662,4.8349,4709
KillerBB,0,34151,7,2980,4.5052,3319
moldsrus,0,34150,1112,10807,4.7811,7780
JKVinylAndWoodDesign,0,34150,948,1722,4.9445,5317
ElvenForest,1,34148,170,76834,4.9481,8776
CrochetBabyBoutique,142,34147,145,8283,4.7672,3520
perlenfischer,0,34143,529,4831,4.9701,4538
gingersfiveanddime,1,34142,153,4016,4.9693,7335
MojaveJimTradingPost,0,34141,297,2127,4.9906,14525
NokShopDesigns,691,34138,691,952,4.9174,1750
ILikeStuds,0,34138,36,948,4.802,3692
ChicPoochBoutique,0,34137,607,8374,4.9623,8336
terbearco,1,34134,324,17649,4.9448,12672
magicpug,735,34130,735,8916,4.9611,9428
Pixels2Threads,1287,34126,1287,1790,4.7608,3209
GigraffeDesignStudio,0,34125,209,2835,4.9569,6868
DCArtandPhotography,0,34122,541,4265,4.947,7774
GeekDownApparel,0,34119,1171,6620,4.8943,4722
SpecialDesignForYou,0,34116,232,3304,4.9296,7032
AmazedSoftThreads,0,34113,789,1114,4.8427,5120
CustomBridalGifts,0,34105,690,803,4.9301,6147
IThinkSewBags,1063,34101,1067,8735,4.7603,2699
StitchUponaTime,52,34098,52,6892,4.9265,2745
SuugrStudio,0,34096,193,11210,4.9978,11479
DashuepfendeKomma,0,34083,4143,3741,4.9074,5720
WallThingsCo,0,34078,56,1095,4.9128,4636
OMCStudio,360,34077,360,1984,4.9549,1691
HelenCollectionJewel,0,34075,614,6749,4.7556,3988
PescaraJewelry,0,34075,350,10433,4.8578,6656
KustomProducts,0,34072,626,3391,4.866,5135
ChristiCreations,0,34068,122,9129,4.9643,5416
MagicmakerScraps,883,34066,883,3157,4.9619,2623
JoJoMiMi,1052,34065,1353,1654,4.9255,3271
esdesigns,0,34061,243,44378,4.9416,11930
KbKParties,135,34058,136,4728,4.7054,4129
CraftchemyGiftShop,0,34041,471,2483,4.8582,4142
ShopPaperVine,980,34040,983,3359,4.9307,1630
HowCharmingLtd,0,34034,137,2183,4.8673,4564
amywaltz,0,34028,191,33866,4.9399,6694
PoppyForrestKraft,0,34024,1010,1185,4.9459,4413
JahusDesignShop,1422,34023,1422,1842,4.9569,1648
truemeboutique,0,34015,43,540,4.8818,2234
StellaJaneandCo,0,34010,584,8661,4.97,5546
EmmiSVG,1632,34005,1632,1214,4.9695,1457
DesigningSisters,0,34004,255,3241,4.976,5900
YouGrewPrintables,491,33996,491,1663,4.7487,1836
BattleTribe,0,33995,288,3419,4.9808,2765
PrincessDream365,0,33992,140,2841,4.9862,4666
KnKMinerals,0,33991,1345,8863,4.9457,13023
PackAPunchDesigns,0,33989,442,1253,4.9791,4716
CrazyNature,0,33987,616,9352,4.957,6289
SkipperAvenue,0,33985,129,4866,4.9818,5613
missnancy48,0,33984,2142,5116,4.8416,5923
WallDecorIdeas,493,33981,493,3492,4.9274,2342
AKeyToHerHeart,0,33979,1002,8669,4.8474,6743
crazydaisyworld,0,33977,1147,1289,4.7118,3541
MommaJeanCo,0,33977,0,11816,4.9883,5895
VelvetPrint,0,33975,1016,3618,4.8282,3476
ThunderMoonWire,0,33974,505,4952,4.9725,7629
JuniperBlueTextiles,0,33974,136,10869,5.0,9159
DesignsByJuny,5245,33970,5245,2228,4.7814,1285
ShoreThingStationery,0,33967,134,681,4.9791,3128
Meowashi,0,33962,1299,3468,4.9892,7952
bykystudios,0,33960,120,15383,4.93,7684
DesignsbyLindaNee,1234,33954,1235,6753,4.8902,7207
TheRockStarGoddess,0,33952,241,28925,4.9259,6909
Turquoiseringstore,0,33950,1829,5960,4.2768,6384
ILovePrintable,702,33949,708,7423,4.974,2249
Thefoundryman,0,33949,43,7594,4.8721,3385
BeehiveCornerCo,0,33947,308,376,4.9353,2756
Oakywood,0,33947,80,6110,4.9364,5641
DamabDigital,1085,33932,1086,1734,4.9525,2056
UniqueWordDesigns,0,33931,601,1247,4.9714,3848
LoveLagoonJewelry,0,33929,22,20723,4.7988,6486
KottageCharms,0,33926,689,2301,4.9663,6878
MurphysBeadsAndMore,0,33923,1046,2883,4.9513,6089
ItsAllAboutThePrint,0,33917,61,7502,4.9878,9535
DogCharms,0,33914,755,7150,4.982,6417
FlamingoandFawn,411,33913,411,2931,4.9339,2478
ChunSupplies,0,33898,5114,4372,4.8111,4202
alittlelark,0,33898,687,17796,4.9662,6038
SweetTCapri,0,33895,380,2461,4.9549,5178
Alicecarolinesupply,24,33890,371,13616,4.9685,7282
diygem,0,33889,3915,8271,4.8884,7864
buttonsnthingsLLC,0,33885,110,1722,4.9734,5548
TinkerTreasuresMinis,0,33884,878,6125,4.9222,7692
cabcabana,0,33883,1120,10525,4.9548,9656
SweetWilliamLondon,0,33879,579,2965,4.9521,5089
MuujeeWeddings,0,33877,129,1684,4.9483,6053
iCustomWine,0,33875,330,5203,4.7808,5242
Divinesilverornament,0,33874,3029,5385,4.7852,7311
DashPlanner,52,33872,52,4410,4.9503,1893
DoseofSucculents,0,33867,463,7190,4.7622,9452
SterlyPop,0,33867,562,4169,4.9817,3153
LinenWorld,0,33857,293,13061,4.8667,5756
VAEssentials,0,33854,180,982,4.7794,5890
GiftsMadeForYouShop,0,33853,413,764,4.6552,3253
TNineandCompany,0,33850,212,4246,4.9093,4697
HappyfoxSupplyCo,102,33848,222,5781,4.9541,5030
Inventorium,65,33837,65,6846,4.8494,2017
TheWesEmporium,0,33837,351,2497,4.8015,3751
EmilyEstherDesigns,64,33824,64,2227,4.9624,2550
thegemco,0,33822,395,10056,4.929,5490
SouvenirPatch,0,33822,889,1975,4.9079,4684
ARANJEWELS,0,33821,296,14207,4.8673,5926
GECKOSPIRITUS,0,33814,559,4596,4.8596,5624
KBlandfordFabrics,21,33813,1040,7094,4.9552,6107
dellcovespices,7,33811,58,19937,4.9329,6564
SantaClaraDesign,183,33808,732,7468,4.968,4238
FabricHut67,0,33803,3357,2508,4.9232,6057
ClotheDesign,0,33797,1311,1544,4.6503,5721
UpsideOverDesigns,0,33793,396,1186,4.9174,5137
ableandgame,0,33790,0,14570,4.99,7007
metalstop,0,33788,481,13237,4.9196,10858
CrossStitchKitsAlla,755,33784,1425,3425,4.8667,3234
WholesaleRocksDotBIZ,0,33781,1641,10720,4.9163,11304
GlitterDustDesigns,0,33780,1025,6324,4.9729,8143
WithLoveFromVinyl,2,33780,602,4458,4.9535,4779
kyleatherandhides,0,33769,707,3089,4.9148,6007
megmadewithlove,59,33769,59,5675,4.8615,2054
reclaimmedesigns,1324,33769,1324,2595,4.8297,1694
EndlessWeekendShop,0,33762,135,1309,4.8879,4704
TheAlmostWitch,56,33761,58,11216,4.9445,6039
SayYourPiece,0,33748,121,10086,4.9742,9011
RareGemsNJewels,0,33743,5537,8505,4.8077,3456
TheNextBigThingLLC,0,33740,743,4871,4.9118,6911
uniqueandtrendy,0,33738,889,6422,4.7771,5798
CJDesignssUK,0,33730,626,561,4.9084,2261
MuseBrickArts,0,33727,555,2513,4.9276,5119
HollyPopDesigns,0,33724,426,8626,4.9577,6216
SweetSouthStickerCo,2,33717,524,2162,4.9528,6873
soradesigns,0,33716,918,25847,4.93,7743
HandMadeByButtonRose,0,33714,169,781,4.9092,3411
Niaski,0,33713,124,11405,4.9852,7044
NMHcreations,0,33701,479,2773,4.9156,5685
ModMockupsStudio,2291,33699,2284,2903,4.9779,3443
SwellAndGrand,5,33696,5,13407,5.0,4595
LittleQuine,0,33695,442,1195,4.8265,5208
RadicalButtons1,3,33688,553,10841,4.9501,5957
WaryaTshirts,0,33688,4260,1373,4.8224,3418
Mamapower,0,33686,268,5981,4.829,6071
EndlessCreationsCo,0,33676,1275,1823,4.9532,5789
LastingImpressions14,0,33672,84,1698,4.9331,6488
BugUnderGlass,0,33667,538,30005,4.9907,11069
IIMVCLOTHING,0,33664,178,19528,4.24,4458
isWoolish,216,33654,217,6380,4.8426,1863
PaprikaPaperie,10,33653,100,1791,4.9563,4587
CreativeTrims,0,33652,217,4372,4.9245,10449
MetalMashers,0,33649,310,3585,4.9844,7239
LetsPaperUp,636,33645,636,6811,4.9765,4840
patriciamueller,0,33637,14,8738,5.0,7668
OurRusticHomeDecor,1,33634,461,4035,4.9707,7562
NouveauElements,0,33634,956,2154,4.9709,4932
ThePatchLab,7,33634,1305,2280,4.8766,4564
FLcowgirls,0,33630,761,3494,4.9419,6076
TheSingingLittleBird,0,33623,410,1353,4.9911,6642
ModishMaker,377,33618,377,647,4.9649,1577
ShopLaurelandOlive,0,33606,599,3594,4.9654,4531
JamminThread,0,33605,702,2411,4.9312,5915
PGsoulStudio,1,33593,406,1169,4.9033,3052
ExpressionGifts,0,33587,354,2467,4.8254,6465
MommieMadeIt,0,33585,36,16306,4.9212,13903
CultureCross,0,33584,935,19470,4.7201,7269
LisaFindings,0,33579,826,2815,4.7819,2581
MapleAndHen,6,33578,1402,1802,4.9002,4326
SparkleDesignCo,0,33577,83,2362,4.9488,4401
MyVintageNeedleArts,39,33572,1472,4008,4.9762,8202
ilikeCATSshop,0,33572,225,35703,4.9936,9277
AllYourMemories,0,33566,292,1036,4.9683,4105
ScriptedSplendor,0,33566,58,1832,4.8647,4372
Elfencode,24,33564,1134,35397,4.9121,5587
GiftzGaloreShop,0,33558,1380,2090,4.85,5609
KoalaPrintworks,16,33555,174,2620,4.9234,5417
BeartrendzDigiDesign,417,33547,417,4688,4.9819,2222
DivineJewelrybyMary,0,33545,258,2260,4.9218,3207
PeppyMack,0,33544,552,3207,4.9217,5524
Smithstock,1,33537,132,1323,4.8281,6752
WildSliceDesigns,13,33533,158,15292,4.9818,5712
TrexAndUnicorn,0,33526,256,4334,4.9402,4864
PaperTieAffair,0,33522,133,4007,4.9554,6550
GiftsJoyonEtsy,0,33520,4466,1577,4.9271,4640
CraftsDrive,2052,33517,2052,1508,4.9485,1595
BRVOglass,0,33512,425,662,4.974,5161
TheRustyJalopy,0,33510,68,676,4.8706,2743
DeLaDesign,0,33501,45,9777,4.825,7340
GDecorLtd,0,33500,541,1750,4.8805,3174
AliceStationery,0,33490,672,8068,4.9334,8031
WulfCreekDesigns,0,33489,1005,3347,4.8623,4476
