shop_name,digital_listing_count,sold_count,active_listing_count,favorites_count,average_rating,total_rating_count
ItsyBitsyBlooms,0,25901,128,12010,4.9612,3988
ShirePostMint,0,25899,179,7539,4.9708,7624
IWUUSA,0,25897,207,765,4.8202,3050
LuxeCrystalsShop,0,25893,355,6779,4.8964,5726
LittleJenStore,0,25891,884,4779,4.9807,6277
CirqueColors,0,25885,166,6423,4.9257,5616
lorgie,0,25885,83,9125,4.8705,4726
LeBub,0,25884,1020,1040,4.9558,5095
DreamEmbroideryStore,0,25880,236,1289,4.9064,4057
TheHappyHippos,189,25880,189,3907,4.95,2249
PartyLikeAKing,0,25879,208,1365,4.9413,3408
KWUDLV,0,25869,212,6859,4.8558,3967
AintThatSweetToo,1826,25865,1827,586,4.9307,1046
WishingFlowerJewelry,0,25864,393,1810,4.9404,3418
Bolderbon,0,25858,562,5533,4.9695,6429
ShopErinMichele,0,25858,53,5516,4.863,2688
SalyLimonUSA,0,25852,616,9154,4.7707,6492
missyougarden,0,25852,388,3712,4.6682,2693
phoebestreasure,0,25849,396,10404,4.9268,10271
BeCrafty4Less,0,25843,88,6473,4.9583,8362
wimsico,0,25840,196,8288,4.8632,5083
CONTENTdesign,150,25839,150,2557,4.8747,1194
CaspersWeirdNest,535,25839,535,536,4.9378,1364
tagstitch,770,25838,770,557,4.9039,1300
DorisDotz,0,25838,699,5555,4.955,7995
CreepyGals,0,25837,158,27112,4.9781,5967
KriyaDesign,132,25832,508,6885,4.9412,4558
iEditable,122,25830,122,1110,4.6352,2193
oneway52,0,25829,1748,5513,4.9454,8060
StencilsLabNY,0,25829,359,11811,4.8098,2568
CharmedElementsShop,0,25828,260,3986,4.9342,4190
sabanah,49,25827,1475,1205,4.614,2537
therpsajik,0,25827,2530,6897,4.8239,8552
MilitarSurplusStore,0,25825,822,6320,4.77,4057
QualitypatchesShop,0,25824,26,526,4.8196,438
SimplySocialDesigns,286,25820,1101,4294,4.9658,4326
SalvatoreTripi,0,25820,88,1369,4.8619,4890
CeceStudyGuides,46,25819,53,4114,4.9123,1386
DizzyDolphinBeads,0,25818,516,2927,4.9768,6731
LisaliByLisa,0,25817,159,1834,4.8707,3183
TCCTN,0,25813,358,3927,4.9234,4395
NYNJAshop,0,25813,95,688,4.0901,2008
PersonalizedbyQueen,0,25809,180,808,4.9018,3826
BrooklynVStone,0,25805,284,2036,4.9224,5035
FieldandFountain,1459,25803,0,1842,4.9291,1470
BellaMetallo,0,25797,79,2611,4.8774,3687
MaskFactoryUK,0,25788,4,170,4.7059,1407
JanetClare,7,25783,245,3663,4.9424,2661
PennysWaxMelts,0,25783,272,1437,4.9127,4343
MainStAttractions,0,25781,61,5526,4.9835,3485
PhotobookShopGifts,0,25780,95,452,4.8915,2357
AstralWeekend,0,25780,297,12020,4.981,6875
KangarooCare,0,25779,12,12096,5.0,3975
77ChicCreations,0,25773,376,1053,4.9506,5198
StanSoloCreations,0,25770,72,2177,4.991,6275
PoiseJewellers,0,25761,119,4034,4.891,3073
MAWXO,0,25761,538,1035,4.8378,2949
HappyShoppingCharms,0,25754,1367,1094,4.9739,3378
MadeOutOfLine,0,25754,3148,2083,4.8717,2017
TwoDreamsFabricShop,0,25750,461,4762,4.9657,4350
boardgamemodder,0,25745,217,1184,4.9254,3616
608TheFactory,0,25744,107,940,4.8465,2152
SewMuch2Luv,0,25742,310,5075,4.9894,6202
PoppyAndLillyStudio,0,25741,52,1178,4.9795,2826
FarmGirlJournals,8,25736,113,10376,4.9281,4939
boredwalk,0,25735,57,6524,4.9279,4808
Rowzec,0,25734,25,2083,4.9728,2348
BusyKiddoPrintables,291,25732,291,2139,4.6288,1789
CreativeQuiltsAndEtc,0,25724,386,2786,4.9525,5618
MorganStreetDesign,0,25724,159,427,4.914,2070
PolushkaBunny,70,25723,70,4668,4.9055,2079
themoonflowerstudio,0,25719,160,4736,4.897,3835
CraftyMotherHustlers,916,25716,916,2927,4.9314,2410
RenegadeJewelryStore,0,25715,505,3268,4.9268,5968
WillowGraceBridal,0,25714,0,3264,4.9795,5279
ShopFunFiestas,43,25714,180,1961,4.535,2810
RememberNovemberInc,11,25712,826,9906,4.9813,4720
EdgarRaeApparel,0,25711,928,1713,4.8974,3592
CutePatternsByMaria,504,25711,504,13494,4.9792,3287
Nepalmashop,0,25707,573,4960,4.8072,4690
WeekendRiches,0,25706,1027,566,4.8849,3534
BowWowCreative,680,25705,680,1184,4.8918,1349
MockupStudioArt,696,25704,696,1722,4.8146,2460
LilyParadiseFlowers,0,25704,360,4082,4.6796,6830
ElluLtd,0,25702,0,1263,4.9284,3106
CutFromTheHeart,0,25699,563,4175,4.8248,4649
artpassionsdesign,0,25693,763,5800,4.9518,13145
wildlavendergoods,0,25692,88,1481,4.9461,5552
Tats4now,3,25691,259,2755,4.9692,4560
GotLollis,1,25691,11,649,4.8191,1975
GREENERYmarket,0,25689,86,3235,4.9097,4650
OCDEmbroidery,670,25686,670,1872,4.75,2345
EllagantStudios,30,25686,30,8359,4.8462,1341
LetsRemember,0,25679,243,1281,4.5827,3990
SparklesbySaara,0,25677,411,3169,4.8115,3910
mieryaw,0,25675,2752,10707,4.8992,5574
LoveLiveAndLaugh,115,25673,115,755,4.8711,2620
CoffeeTimeDesigns,0,25671,72,2300,4.9242,4693
DioFlow,245,25670,246,3279,4.99,2414
CreativeCuttables,562,25665,562,3163,4.9,2751
loveyduds,0,25664,715,10978,4.987,6642
foxsavant,0,25661,39,47530,4.9073,8661
VeestoriaShoppe,0,25657,88,13598,4.9875,7544
SweetheartsDarlings,0,25657,146,754,4.9607,2117
NowThatsCharming,0,25657,305,2400,4.965,6192
KittenKarnage,0,25656,0,12323,4.3349,6044
JodyHansenStudio,1,25655,371,3784,4.9046,4320
SimplyMai,0,25648,104,1908,4.9589,5395
TinyLittleCharms,0,25644,409,3410,4.9195,5758
RhondavousDesigns2,0,25643,582,7049,4.9223,4497
CelebrateLifeCrafts,885,25640,885,1171,4.7073,1652
BeeBeautifulLtd,0,25640,513,1491,4.8716,4330
PalousePrairie,0,25639,50,1215,4.9745,4337
AliciaMichelleXO,1,25634,309,3880,4.9607,3103
LAGARZARARA,0,25634,2305,5230,4.9559,4179
MikaMugs,1,25632,1234,2339,4.7014,3482
AlphabetBags,0,25632,347,9942,4.9494,4450
LLMonograms,0,25632,52,5116,4.9298,4149
JazzHandsPaperCo,800,25629,800,2709,4.7773,1828
BigMamaMosaics,0,25627,0,1390,4.9472,3395
ShopCraftables,0,25626,220,842,4.9094,2870
ProsperousPrintables,266,25626,266,1528,4.8742,1232
KarmaAndCosmo,0,25625,148,7771,4.9343,4018
AdoreYourDoorDecor,0,25623,580,2399,4.964,3977
HeavenlyHandmadesGB,0,25621,285,503,4.9341,2047
efordiy,0,25620,0,4842,4.767,4818
LittleBugzCollection,0,25610,509,2534,4.9704,3876
LastingMemoryJewelry,0,25610,242,1891,4.9105,4295
MissLoriscreativecut,665,25609,665,1869,4.896,1389
AirNikkiBoutique,626,25606,626,918,4.9522,1561
SarenaTealDesigns,62,25606,207,4750,4.9623,7344
sudlow,0,25594,116,24154,4.875,10374
KarynHayden,0,25594,177,4103,4.9304,3123
TurtleBugSoup,0,25590,207,6277,4.9642,5859
PinkRobotShirts,0,25588,207,2726,4.9,3562
Avnis,0,25586,496,14213,4.7905,3620
HesDurkanShop,0,25582,102,1398,4.9781,4726
SugarPieStudio,324,25581,1327,2528,4.8533,4947
StickyBeeStationery,0,25580,274,3146,4.9392,5440
RoseandJack,0,25580,472,594,4.907,2688
IckleandCo,4,25579,424,4235,4.7205,6346
ArtisanBathandBody,0,25574,235,25783,4.9321,8033
MiamiCharmStore,0,25571,649,2522,4.8792,4625
ChaosCreationsSCO,0,25570,605,4538,4.9684,4320
freshlysqueezedcards,8,25569,8,5171,5.0,3399
PsychicAliceLove,0,25567,99,1958,4.7337,3771
PuffPaperCo,232,25563,1164,5921,4.9531,3722
AvritOliverDesigns,0,25558,410,1458,4.8436,3685
EmbroiTree,74,25557,74,1071,4.9789,2093
RUGiftsCo,0,25555,229,383,4.706,1487
CharmsSoCharming,0,25554,120,1472,4.9184,2512
ThaliaSDesign,0,25547,297,1760,4.8341,3397
CraftyPlanningShop,0,25544,555,4345,4.9852,6804
BohemianTeaPeddler,0,25544,73,4420,4.9709,7273
BirtlesFandomFabrics,0,25543,2027,1720,4.9742,4742
BlueMooseBoutique,918,25537,919,2128,4.9729,1687
EarlyAmericanShop,0,25532,790,3161,4.9557,4800
claudinehellmuth,83,25532,83,17833,4.8017,2519
chickssellingdicks,1,25531,59,592,4.9196,3082
CraftstarIreland,0,25531,229,6897,4.9697,6532
JosieandJames,0,25525,422,7539,4.9302,4690
Theory5Designs,222,25525,222,531,4.9404,2466
JoozieCotton,0,25522,709,25047,4.8795,7104
CreatedbyMaMa,0,25521,1097,2595,4.9246,4219
CasesByLorraine,0,25521,660,5935,4.8768,5151
EUROBEADS,0,25520,287,8513,4.814,9529
ChipmunkCheeksSewing,0,25519,82,897,4.9911,4393
ZaleyDesigns,0,25516,366,9128,4.9843,5065
retromama,39,25515,39,15533,4.9602,4676
HarpAngelBoutique,0,25515,181,4443,4.9601,4644
VSRhinestoneDesigns,6,25513,544,784,4.8506,3797
JWdesignStudio,2,25513,271,3390,4.9745,3153
nowanorris,26,25512,171,2328,4.9675,3126
EpikaEarth,0,25508,60,2816,4.8761,5562
inLOVEwithPAPERde,0,25506,505,2032,4.973,4422
ModernPelage,0,25504,63,4759,4.9708,5876
CountryCottageFabric,0,25494,598,1497,4.9739,4365
shopmidgeblitz,0,25493,299,24946,4.9781,7146
KUKLAfashion,0,25492,139,3992,4.883,6663
blanchepaperie,751,25491,751,4032,4.8618,1198
MINIMOIN,0,25482,210,5338,4.8237,3446
LeeandLynnStudios,0,25480,393,2226,4.9642,4884
CreativeNurseSVG,407,25478,407,797,4.8779,1297
CottonandTwigTX,0,25478,0,4673,4.97,6804
BeautifulPrint,0,25475,61,3851,4.842,3750
Sootmegs,1,25474,306,10729,4.9678,3935
LilMissDooLolly,0,25469,1613,3971,4.9833,4997
AngieWoodCreationsCo,0,25467,649,2084,4.7987,4503
RightOnTheWalls,24,25461,273,3158,4.7958,4482
EmersonLaneDesignCo,80,25461,563,2202,4.9783,3297
ClareyClayworks,0,25459,42,4424,4.9795,3693
TexanWoodCrafts,0,25458,777,3701,4.9753,4296
theurbanbeader,38,25457,241,6425,4.9669,8809
LilleStudio,312,25452,312,3672,4.9861,1777
WeddingCraftGifts,0,25450,73,506,4.7738,1959
MakeItbyMarko,0,25448,30,2298,4.9557,2726
Jojostudios,0,25442,442,2662,4.9845,3463
cushncraft,0,25438,478,1798,4.896,3710
DryGulch,0,25436,689,3250,4.9746,5997
SuriPieCreations,0,25429,233,9859,4.7117,4165
swellamy,308,25427,308,4769,4.9268,3654
100ProofPress,0,25426,518,7320,4.9878,6237
SecretTrend,0,25425,10,1797,4.9071,5977
SissilyDesigns,0,25425,297,3092,4.9375,3760
RedstarOnlineGifts,0,25420,160,236,4.7854,2398
MonogramNecklace2014,0,25415,1305,4474,4.752,3089
BBBsuppliesCRAFTSHOP,0,25411,947,2182,4.9606,5346
HeartsandCraftsy,270,25409,413,2645,4.5825,2987
BarkandMoo,361,25405,367,280,4.9359,1202
TutuTiara,3,25405,455,15228,4.7879,5706
CustomJWL,0,25405,97,1399,4.5877,4680
SycamoreGroveSVG,1564,25401,1564,1625,4.9837,1202
RedDotLaserEngraving,0,25400,28,2195,4.9409,5547
CustomizeTheCharms,0,25399,1304,1261,4.822,4155
Knotatail,0,25398,120,3291,4.9593,4623
YouRockMySocksCo,0,25395,382,503,4.9409,2679
WeDoQuilts,0,25395,804,2868,4.9259,4675
GracedDesign,701,25394,701,1441,4.763,1779
YourCrystalShop,0,25393,756,6832,4.8445,5612
tinkerncodigital,347,25391,348,9382,4.9783,3342
DerkleineSperling,2,25388,202,2558,4.9743,3441
TimelessTomatoes,0,25387,183,1038,4.8929,2705
RutherfordsGifts,0,25384,604,311,4.9302,3253
earcuffs,0,25376,965,4940,4.8387,4077
DeShawnMarie,0,25374,59,14918,4.9357,9061
kateandmeri,0,25373,491,1134,4.9762,4408
FelicityPatterns,230,25370,230,8279,4.7542,1915
SimplyPrintsUK,0,25369,347,256,4.9447,3135
ShopCuriousChameleon,1,25366,0,1034,4.8957,3924
LaserPrintCo,0,25366,451,971,4.9219,4378
Viberack,0,25363,86,545,4.6737,2316
banujewelryusa,0,25360,456,1931,4.8106,4531
RaRaRass,0,25360,400,1059,4.9627,6114
LittlePiePhotoArt,0,25360,754,4225,4.9039,4455
SewFunFonts,918,25359,918,2607,4.8406,1286
PreciousnProsper,0,25356,613,6822,4.9486,5387
Livpartyboutique,272,25355,724,1718,4.9831,2837
BAHEKILIMPILLOW,0,25353,2811,2810,4.8822,3699
RibbonSweets,0,25346,818,2813,4.9826,5961
LesBijouxdePaulette,0,25344,179,1814,4.6416,2031
YourFinalTouch,0,25342,150,3456,4.8948,4154
KDOverlays,142,25342,142,5048,4.8303,1433
DesignsbyBurnaleeja,0,25341,142,4845,4.8912,3913
OhKoey,32,25338,358,9280,4.9852,6681
Iwatchcandy,0,25334,415,5732,4.803,5434
titaniumknights,0,25333,609,12069,4.9667,8043
DIYbyCustominted,289,25332,289,4025,4.6455,1056
ttstore,0,25331,282,4314,4.9892,6747
NoniesCustomCreation,0,25330,468,6350,4.9654,6668
WeCharmYourCharm,0,25330,370,4324,4.9064,4858
ADashofChic,0,25329,460,3312,4.8492,3084
BySophiaBaby,0,25328,712,9012,4.8931,4926
RibbonworksDesign,0,25325,1637,1936,4.9887,4500
ACraftyConcept,143,25324,114,5127,4.9635,2914
backyardprims,0,25323,244,3316,4.9487,9266
EldorTinaJewelry,0,25320,1424,20796,4.8784,4155
ButtonCool,0,25315,593,2342,4.9639,3127
HayleesSilver,0,25313,1535,2066,4.9498,5688
TanyaStudioShop,519,25313,519,2879,4.8716,1317
ittybittylaundry,0,25313,437,1526,4.869,3602
SodaCitySewing,4,25311,346,7530,4.9609,4599
DaisyandDivine,0,25307,264,3047,4.9784,5318
designbybittersweet,215,25305,215,11574,4.907,1958
SeasideAve8,0,25301,668,2269,4.7804,4441
PrintsmadewithLOVE,73,25297,1059,2495,4.9165,3373
HomeTownCollective,866,25295,866,1005,4.9225,1288
QuoteQueenCards,0,25294,428,602,4.8373,2993
MiraculousDesignsAus,0,25290,990,2347,4.8687,2984
thegrantgirl,0,25285,1019,2957,4.9763,7448
TommyandTillyDesign,244,25284,244,6788,4.9835,1583
ilulily,0,25283,965,6466,4.9861,6363
CelebrateLilThings,40,25282,691,4471,4.9687,4738
ClipzAndSnipz,114,25282,114,468,4.7631,1414
LilyRoseWedding,0,25279,56,2970,4.9715,4665
WobblyKittyArt,0,25279,665,976,4.967,4552
MashaStudio,325,25278,325,10404,4.9845,3372
ForestNine,0,25275,89,7965,4.9632,3787
KindandCozyShop,0,25275,127,3684,4.9254,4551
MomentPrintables,575,25274,575,557,4.9341,1306
LivepacOffice,0,25273,1317,108,4.8154,1236
EasyCreatives,1776,25268,1776,1019,4.8925,1927
OneCraftyMisfit,0,25267,25,1479,4.8955,4407
PinkPickleParties,0,25262,88,3328,4.9947,3558
nineteen27,0,25261,538,8473,4.9379,6659
BanziBalloons,0,25259,259,9047,4.5556,2975
TheKingConcept,0,25259,130,1727,4.7377,2165
LeAnge,0,25256,145,4775,4.8756,4020
RainbowSlimesz,0,25255,51,4067,4.3198,2902
NatureSpiritDesigns,0,25254,434,31406,4.9146,4662
PrettyLittleThingATX,0,25249,27,1118,4.8627,2583
DogParkPublishing,0,25242,568,4004,4.8714,5681
LoveAndConfuse,0,25238,272,24087,4.9101,4895
ATouchofSparkleGB,0,25229,237,1434,4.9446,3381
BabyWhatKnots,1,25228,647,7019,4.9559,4551
RusticSugarCreekCo,0,25228,383,2638,4.941,4032
InitialNecklaces,0,25225,852,2849,4.9119,2964
DollyCool,0,25225,558,11299,4.9758,6475
SmockBallpoint,0,25219,170,5527,4.9535,3974
AnnettesCakeSupplies,0,25219,724,2403,4.8388,3436
goldenstrawberryDE,0,25215,247,3005,4.9352,4229
CourbeDesigns,176,25215,0,865,5.0,1127
Jewelightful,0,25213,53,907,4.9454,3277
SweetPennyCreations,0,25208,321,4930,4.97,5629
AlyseCrochet,118,25204,118,3688,4.8824,1545
MetaFunky,0,25201,10,4236,4.7853,5553
BlueJaysDesigns,0,25201,79,1085,4.9592,2813
CasterTroy,0,25200,99,757,4.8978,4749
MonogramPersonalized,0,25199,93,9779,4.875,2818
PrettyPartyCompany,0,25199,382,1005,4.9523,2895
olpr,0,25198,423,9670,4.8861,5465
CreativeFabricCrafts,0,25198,37,877,4.9769,4603
FEGRAPHICS,0,25193,1580,1274,4.9351,2042
Zapp3DDesign,0,25191,245,8486,4.9698,6900
moonlightmystiques,0,25187,920,7581,4.9604,9063
CatmintStudios,0,25185,42,15898,4.9954,6854
SofiasDreamFR,0,25183,507,1290,4.6741,3184
LillianLacey,0,25182,180,4882,4.9623,5066
BeadsLearnToRock,0,25180,28,5812,4.6364,2727
MongoArts,0,25178,246,8326,4.9267,4116
akpcoins,0,25177,1214,1593,4.96,5512
FernbankStudioUK,0,25176,424,8276,4.9827,5955
PatternCosPatterns,145,25173,145,12813,4.8157,1702
lowlandkids,114,25168,114,4153,4.9482,1391
MetalSpeak,0,25167,2549,4660,4.8407,3393
SaltnPepperDesign,0,25167,128,2302,4.9214,4956
LapaStudios,140,25165,140,6315,4.8701,1066
SimpleJoysStudio,71,25160,72,743,4.9393,1796
Kindsglueck,7,25149,463,715,4.895,3165
JustAddConfetti,235,25146,236,2513,4.9615,2189
Accessories4lifeLTD,0,25144,97,655,4.7823,2839
wintergreenhouse,0,25144,128,4232,4.8419,6645
RabbitRabbitCreation,50,25141,50,7387,4.7021,2054
LaterOperator,0,25138,0,14629,4.9339,4993
PizzaEaters,0,25135,9,4137,4.6729,4432
beautyfabric,0,25131,2138,5306,4.8106,3656
QuickdrawSupplies,0,25128,1285,575,4.8296,2773
ShowroomCrochet,30,25126,30,3161,4.6755,964
AngiesDesignz,0,25122,552,5730,4.9598,4610
BridalsByTeri,0,25120,531,6114,4.8588,4695
lotusdardware,0,25117,1587,3555,4.7471,2290
bespokeeffects,0,25116,166,2260,4.948,3055
SingleStoneStudios,0,25109,356,23431,4.7075,4690
3LemonsDesigns,1232,25109,1234,835,4.8675,1292
JamJewels1,0,25108,638,6821,4.8777,5002
Solnishko43,467,25104,468,7877,4.7016,1323
YayPersonalizedGifts,0,25103,83,343,4.7625,2892
Ornaments4Orphans,0,25101,310,2124,4.9791,4399
T1Decal,1,25101,679,1407,4.9743,2873
DezCustomCreations,160,25100,214,2211,4.977,3764
LinenIsLove,0,25093,1253,7017,4.9459,5693
BirchBarAndCo,0,25092,1060,2444,4.9585,3369
RescueTees,0,25087,15,3888,5.0,4336
SEVENTHandJ,0,25086,82,3692,4.9125,4044
BrittMillsDesign,222,25085,269,20931,4.9444,7074
1minuteDigitalPrint,671,25082,671,920,4.8846,1200
callistojewelry,0,25081,11,18376,4.9916,11612
SparksAndDaughters,0,25081,724,2331,4.8753,2678
ACharmedNest,0,25078,220,10022,4.959,5176
CustomPrintsByPat,0,25077,32,1097,4.876,2095
MamaFoxStudio,0,25074,409,1914,4.9714,5649
KPortGiftCompany,0,25073,189,2941,4.9178,4775
PVTLmotions,233,25068,267,489,4.8214,2065
Utenliesjen,0,25067,504,1823,4.9497,3420
AlohaLittleOnes,112,25067,112,1567,4.9083,3076
printyourowntee,427,25064,427,1566,4.9556,2899
HopeLoveShine,0,25064,358,1191,4.957,3597
CNCArtStore,188,25064,188,5968,4.9494,1665
BibbidiBobbidiCandle,0,25062,77,3537,4.9414,4515
MyMagicNameBook,0,25062,93,2850,4.934,3966
SOUTHBAYSALTSonline,0,25061,166,3696,4.9408,7367
printablesbyalexdori,489,25061,535,1091,4.817,1464
RagnaroksEnd,0,25056,720,7381,4.826,7217
MicaPeet,0,25054,242,31878,4.9581,3979
PalmtoPineDesign,3,25054,427,2818,4.9874,4997
3CraftyMillers,0,25053,1615,3090,4.9745,6795
MadeWithATwist,83,25052,83,5120,4.8626,1576
OlivaDesignCrafts,0,25050,738,4762,4.8647,4213
BlingPlaza,0,25049,270,3560,4.8211,2906
moncadeau,0,25048,108,13535,4.875,5628
BluePumpkinSeedCo,0,25047,347,1277,4.9622,2811
PeachwikDecor,0,25046,262,1697,4.8728,4049
HeartsandFound,0,25044,849,38739,4.9233,6861
HomeTownMocks,385,25039,385,2043,4.969,2923
PinkLemonadeDuxbury,0,25033,261,5445,4.9754,4025
fancyfreefinery,0,25031,53,12792,5.0,5422
DesignsbyDaffy,55,25031,399,4526,4.9177,3994
CoinandKeyringShop,0,25031,1087,914,4.9575,3459
TenSquared,0,25023,1329,347,4.82,3694
OliverHeartCreations,0,25015,1253,1337,4.9856,5434
GlamGirlPlanners,31,25009,464,11150,4.9252,6092
VinylAndTulleSupply,0,25008,433,1416,4.8032,2492
OutstandingCrochet,166,25007,166,6251,4.9158,1517
VintageBaubles,0,25006,926,5618,4.6775,11360
GiftsFromTheCryptCo,0,25002,58,1238,4.8258,2881
HeatherCollinBeading,95,24997,95,5514,4.9302,3546
LilyPillow,0,24996,181,9290,4.7345,2817
Pelemele,0,24994,528,9881,4.872,3423
Femfetti,0,24993,870,8659,4.9356,5804
Suite7Seven,0,24992,407,4948,4.7703,5117
BubbleGumDivas,0,24989,749,3408,4.8701,3463
SheilaKittsPaperie,13,24989,181,1171,4.9532,4682
ShippingWithStyle,0,24989,582,4177,4.9754,7041
noellebydesign,2,24988,1044,2442,4.8175,3813
harlinanddoney,0,24987,68,4204,4.8909,4431
GlamourSecrets,0,24983,1669,1726,4.7959,3053
GrandmasMiniMarket,0,24980,207,3556,4.9539,7702
MasteRetsaM,0,24978,113,3180,4.7913,4981
leeandpearl,76,24972,306,3050,4.9478,2747
LittleFoxDigitals,1198,24972,1198,4214,4.9246,1445
VeluPrint,1251,24971,1251,660,4.954,1187
NailAngel2019,0,24971,923,1980,4.9023,2375
RomanDigitalArt,721,24969,721,1921,4.952,1692
CherishAMemory,0,24966,285,672,4.91,3005
WonderfulStamping,0,24966,231,3623,5.0,2323
accessories482,4,24966,222,5516,4.8982,2651
DiceCritters,0,24964,94,7096,4.9685,6079
GirlPowerPendants,0,24953,358,1909,4.9213,4526
EngravingsOnDemand,8,24953,92,2951,4.941,5568
serenadcraft,0,24952,966,816,4.9258,3731
EllieBeanPrints,0,24951,1068,428,4.9482,2987
SunnysidePrintParty,5,24948,314,4087,5.0,4113
iheartlaser,0,24942,312,1338,4.9314,4675
darlingclandestine,0,24942,8,3682,4.9738,7915
BeadLady,0,24940,424,7272,4.9909,9492
ElBoDreamTees,0,24939,148,2487,5.0,2490
Kosucas,175,24937,345,7158,4.9738,7328
OrganicoWaxMelts,0,24937,78,2326,4.9791,4498
AllStoneShop,0,24935,1601,3693,4.614,4891
TwoFeatherConnection,0,24931,1060,12159,4.847,6130
PuddleBearClothing,0,24928,49,1323,4.9467,2880
AmberAndHaze,0,24927,12,4875,4.9423,5203
WallKnot,0,24924,872,16369,4.8825,4468
VikkiAdventures,0,24920,497,547,4.8856,3012
maclancy,11,24919,2313,9008,4.9854,11260
TheGeekStop,0,24917,67,2158,4.845,3889
1000jewels,0,24913,928,4916,4.8171,5474
BernioliesDesigns,139,24911,190,8492,4.878,3114
FunDesignzShop,1,24910,80,484,4.9676,3855
MoonGoddessMagick,0,24909,0,21121,4.9789,10259
JAYNEandJAMES,0,24909,146,6593,4.7546,3353
Stoffparadies1,0,24906,1825,1315,4.9666,4136
Keyaiira,0,24904,681,7046,4.9278,3399
BarnwoodUSAHomeDecor,0,24901,246,5076,4.8604,4461
AlicesSewingCorner,0,24900,1125,2385,4.9464,4791
TheGraytestAdventure,0,24899,1243,2969,4.9364,3579
HappyGiftMarket,0,24898,518,1164,4.9262,3459
StampBossArt,0,24897,13,2441,4.9708,4897
BijouLimon,0,24890,183,14298,4.8692,3975
RhinestonesRocKing,0,24890,266,1390,4.5926,2612
MyBowtifulCreations,0,24886,229,970,4.9493,3393
ShopHappy00,952,24886,952,904,4.9238,1858
cobaltandcoral,0,24886,50,3208,4.9509,3779
TheTwistedHatter,22,24882,22,11051,4.942,2297
FloridaShellsAndMore,0,24881,376,2468,4.8362,5440
TraverseBaySoapCo,0,24880,299,5637,4.9236,5753
AnneLayneToo,0,24880,2730,5493,4.9246,5168
CherryTees,0,24878,555,1293,4.8309,3027
ThisWifeLife,1024,24876,1024,956,4.8723,1065
Craftyopia,0,24871,1611,3425,4.9612,5673
TheRustyCowgirlShop,0,24869,69,1138,4.8547,3760
WhiteStag,19,24867,229,12603,4.9914,9451
FilAndEllieStudio,81,24866,81,628,4.7615,1037
NewFormatThings,5,24865,437,7605,4.6258,2523
tumblentwirl,206,24863,206,4444,4.8353,1963
CuriousMindsBusyBags,21,24859,122,8061,4.7849,3492
SouthernFarmChic,0,24859,46,879,4.9017,2957
PlayItWearIt,0,24857,4378,1266,4.8672,3564
MarianaEJewelry,0,24855,189,8118,4.8703,3785
UnbridledEssence,0,24852,46,1765,4.778,3328
GirlologiePhotoProps,0,24850,404,4407,4.966,3669
EKKLENsupply,0,24850,2919,1879,4.8554,1249
CruiseDesignsBB,0,24844,0,1799,4.9925,4974
TheBrightCollections,0,24840,73,664,4.8916,3546
tantalizingstitches,0,24840,133,5297,5.0,9830
MysticMomentsUK,0,24838,3893,3503,4.7495,3127
RiverwalkDesigns,0,24835,409,3659,4.9209,4173
VintageImageryX,2,24828,340,6584,4.9385,3608
SufisBoutique,0,24828,1148,676,4.8359,4610
SvgDesignsByKate,177,24819,177,536,4.9013,1186
shawnstpeter,27,24814,830,10246,4.9497,3041
